Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest
2019-04-22,F (Jan 2020),0.0,0.0,0.0,0.0,16.85,0.0,0,0,0
2019-04-23,F (Jan 2020),16.97,16.97,16.97,16.97,17.325,0.475,1,0,1
2019-04-24,F (Jan 2020),17.12,17.28,17.12,17.25,17.175,-0.15,14,0,14
2019-04-25,F (Jan 2020),0.0,17.1,17.3,0.0,17.175,0.0,0,0,14
2019-04-26,F (Jan 2020),17.35,17.35,17.26,17.26,17.175,0.0,11,0,19
2019-04-29,F (Jan 2020),17.35,17.4,17.35,17.35,17.3,0.125,29,0,73
2019-04-30,F (Jan 2020),17.35,17.45,17.35,17.45,17.4,0.1,6,0,78
2019-05-01,F (Jan 2020),17.5,17.65,17.45,17.6,17.525,0.125,4,0,54
2019-05-02,F (Jan 2020),17.5,17.7,17.5,17.7,17.7,0.175,7,0,61
2019-05-03,F (Jan 2020),17.6,17.7,17.35,17.35,17.45,-0.25,2,0,61
2019-05-06,F (Jan 2020),17.64,17.9,17.64,17.75,18.05,0.6,28,0,88
2019-05-07,F (Jan 2020),17.95,18.35,17.9,18.2,18.075,0.025,35,0,121
2019-05-08,F (Jan 2020),18.1,18.17,18.09,18.1,17.85,-0.225,43,0,127
2019-05-09,F (Jan 2020),18.34,18.35,18.05,18.1,18.0,0.15,31,0,149
2019-05-10,F (Jan 2020),18.0,18.35,17.75,17.75,17.725,-0.275,79,0,215
2019-05-13,F (Jan 2020),17.85,18.5,17.85,18.42,18.425,0.7,596,0,650
2019-05-14,F (Jan 2020),18.47,18.51,17.9,18.0,17.9,-0.525,173,0,755
2019-05-15,F (Jan 2020),18.05,18.05,17.65,17.7,17.75,-0.15,107,0,649
2019-05-16,F (Jan 2020),17.65,17.75,17.45,17.62,17.65,-0.1,196,0,747
2019-05-17,F (Jan 2020),17.73,17.82,17.45,17.6,17.65,0.0,38,0,760
2019-05-20,F (Jan 2020),17.62,17.86,17.62,17.86,17.825,0.175,130,0,863
2019-05-21,F (Jan 2020),17.64,17.8,17.6,17.63,17.625,-0.2,216,0,977
2019-05-22,F (Jan 2020),17.65,17.77,17.65,17.7,17.725,0.1,457,0,1259
2019-05-23,F (Jan 2020),17.8,18.08,17.75,18.02,18.05,0.325,508,0,1654
2019-05-24,F (Jan 2020),18.0,18.05,17.8,18.0,17.975,-0.075,262,0,1694
2019-05-28,F (Jan 2020),17.95,18.2,17.83,18.17,18.125,0.15,1220,0,2579
2019-05-29,F (Jan 2020),18.2,18.33,18.1,18.32,18.3,0.175,346,0,2580
2019-05-30,F (Jan 2020),18.25,18.3,18.11,18.12,18.125,-0.175,363,0,2647
2019-05-31,F (Jan 2020),18.2,18.45,18.2,18.4,18.375,0.25,371,0,2763
2019-06-03,F (Jan 2020),18.45,18.65,18.19,18.35,18.375,0.0,741,0,3137
2019-06-04,F (Jan 2020),18.3,18.35,17.84,17.85,17.85,-0.525,317,0,3189
2019-06-05,F (Jan 2020),17.85,18.0,17.75,17.75,17.8,-0.05,568,0,3445
2019-06-06,F (Jan 2020),17.85,17.85,17.68,17.7,17.7,-0.1,317,0,3544
2019-06-07,F (Jan 2020),17.7,17.85,17.6,17.77,17.8,0.1,289,0,3625
2019-06-10,F (Jan 2020),17.7,17.75,17.63,17.64,17.65,-0.15,178,0,3673
2019-06-11,F (Jan 2020),17.63,17.75,17.55,17.72,17.725,0.075,452,0,3823
2019-06-12,F (Jan 2020),17.75,17.84,17.7,17.77,17.775,0.05,645,0,4089
2019-06-13,F (Jan 2020),17.75,17.85,17.68,17.75,17.725,-0.05,306,0,4128
2019-06-14,F (Jan 2020),17.8,17.85,17.63,17.72,17.7,-0.025,610,0,4240
2019-06-17,F (Jan 2020),17.65,17.71,17.57,17.6,17.575,-0.125,463,0,4539
2019-06-18,F (Jan 2020),17.6,17.68,17.38,17.62,17.575,0.0,1133,0,5017
2019-06-19,F (Jan 2020),17.6,17.62,17.4,17.5,17.525,-0.05,1139,0,5272
2019-06-20,F (Jan 2020),17.52,17.67,17.27,17.41,17.4,-0.125,1401,0,5586
2019-06-21,F (Jan 2020),17.45,17.7,17.38,17.69,17.675,0.275,677,0,5618
2019-06-24,F (Jan 2020),17.65,17.65,17.5,17.6,17.575,-0.1,621,0,5855
2019-06-25,F (Jan 2020),17.6,17.86,17.57,17.85,17.825,0.25,393,0,5859
2019-06-26,F (Jan 2020),17.82,17.85,17.69,17.8,17.775,-0.05,817,0,5944
2019-06-27,F (Jan 2020),17.73,17.83,17.6,17.6,17.625,-0.15,510,0,6049
2019-06-28,F (Jan 2020),17.64,17.65,17.3,17.4,17.325,-0.3,877,0,6374
2019-07-01,F (Jan 2020),17.35,17.35,17.07,17.17,17.175,-0.15,984,0,6569
2019-07-02,F (Jan 2020),17.15,17.25,16.95,16.99,16.975,-0.2,1854,0,7315
2019-07-03,F (Jan 2020),17.0,17.07,16.9,16.93,16.925,-0.05,695,0,7532
2019-07-05,F (Jan 2020),16.94,17.25,16.85,16.94,16.925,0.0,818,0,7604
2019-07-08,F (Jan 2020),16.9,17.16,16.9,17.11,17.075,0.15,1022,0,7565
2019-07-09,F (Jan 2020),17.12,17.25,17.1,17.19,17.175,0.1,2325,0,8149
2019-07-10,F (Jan 2020),17.17,17.2,16.97,17.07,17.075,-0.1,1631,0,8576
2019-07-11,F (Jan 2020),17.09,17.18,16.92,16.93,16.925,-0.15,1256,0,9071
2019-07-12,F (Jan 2020),16.95,17.0,16.87,16.92,16.925,0.0,750,0,9194
2019-07-15,F (Jan 2020),17.0,17.1,16.9,16.97,16.975,0.05,830,0,9399
2019-07-16,F (Jan 2020),17.01,17.25,16.93,17.22,17.225,0.25,2221,0,9956
2019-07-17,F (Jan 2020),17.25,17.45,17.05,17.42,17.425,0.2,2361,0,10237
2019-07-18,F (Jan 2020),17.42,17.48,17.1,17.22,17.275,-0.15,2813,0,10423
2019-07-19,F (Jan 2020),17.2,17.47,17.2,17.47,17.375,0.1,2254,0,10743
