Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest
2020-05-26,G (Feb 2021),0.0,20.55,32.0,0.0,28.525,0.0,0,0,0
2020-05-27,G (Feb 2021),0.0,18.5,37.9,0.0,28.1,-0.425,0,0,0
2020-05-28,G (Feb 2021),0.0,18.65,37.15,0.0,27.9,-0.2,0,0,0
2020-05-29,G (Feb 2021),0.0,27.95,29.75,0.0,28.5,0.6,0,0,0
2020-06-01,G (Feb 2021),0.0,16.7,31.9,0.0,28.525,0.025,0,0,0
2020-06-02,G (Feb 2021),0.0,28.05,28.45,0.0,28.2,-0.325,0,0,0
2020-06-03,G (Feb 2021),0.0,27.45,28.45,0.0,27.95,-0.25,0,0,0
2020-06-04,G (Feb 2021),27.3,27.3,27.3,27.3,27.25,-0.7,1,0,1
2020-06-05,G (Feb 2021),0.0,26.05,27.05,0.0,26.55,-0.7,0,0,1
2020-06-08,G (Feb 2021),26.74,26.8,26.73,26.73,26.35,-0.2,4,0,3
2020-06-09,G (Feb 2021),0.0,26.05,27.95,0.0,27.0,0.65,0,0,3
2020-06-10,G (Feb 2021),27.05,27.09,27.02,27.02,27.0,0.0,4,0,3
2020-06-11,G (Feb 2021),29.45,29.45,29.41,29.41,29.75,2.75,3,0,4
2020-06-12,G (Feb 2021),30.95,31.36,30.05,30.1,30.75,1.0,8,0,4
2020-06-15,G (Feb 2021),0.0,31.3,29.5,0.0,29.525,-1.225,0,0,4
2020-06-16,G (Feb 2021),0.0,29.65,29.0,0.0,29.275,-0.25,0,0,4
2020-06-17,G (Feb 2021),29.85,29.85,29.25,29.45,29.4,0.125,35,0,29
2020-06-18,G (Feb 2021),29.75,29.75,29.45,29.55,29.625,0.225,21,0,44
2020-06-19,G (Feb 2021),29.5,30.5,29.35,30.5,30.55,0.925,81,0,88
2020-06-22,G (Feb 2021),31.0,31.1,29.5,29.85,29.5,-1.05,20,0,88
2020-06-23,G (Feb 2021),28.95,30.1,28.85,29.15,29.15,-0.35,9,0,96
2020-06-24,G (Feb 2021),29.15,30.85,29.15,30.75,30.725,1.575,86,0,129
2020-06-25,G (Feb 2021),31.25,31.35,30.0,30.35,30.0,-0.725,73,0,148
2020-06-26,G (Feb 2021),30.35,31.1,30.0,31.05,31.1,1.1,84,0,182
2020-06-29,G (Feb 2021),31.25,31.25,30.25,30.25,30.375,-0.725,35,0,188
2020-06-30,G (Feb 2021),30.55,30.55,29.3,29.39,29.425,-0.95,50,0,188
2020-07-01,G (Feb 2021),29.35,29.55,28.85,29.05,29.075,-0.35,71,0,217
2020-07-02,G (Feb 2021),28.8,28.95,28.25,28.64,28.7,-0.375,106,0,243
2020-07-06,G (Feb 2021),29.15,29.15,28.2,28.55,28.55,-0.15,50,0,262
2020-07-07,G (Feb 2021),28.45,29.12,28.4,29.12,29.125,0.575,16,0,264
2020-07-08,G (Feb 2021),29.0,29.25,28.6,28.8,28.625,-0.5,35,0,285
2020-07-09,G (Feb 2021),28.7,29.3,28.6,29.07,29.1,0.475,39,0,287
2020-07-10,G (Feb 2021),29.11,29.3,28.65,28.7,28.675,-0.425,49,0,283
2020-07-13,G (Feb 2021),28.5,30.35,28.48,30.2,30.225,1.55,147,0,332
2020-07-14,G (Feb 2021),29.93,30.5,28.95,29.05,29.05,-1.175,141,0,373
2020-07-15,G (Feb 2021),28.75,29.5,28.7,28.95,28.875,-0.175,133,0,377
2020-07-16,G (Feb 2021),29.3,29.5,28.6,28.87,28.85,-0.025,265,0,484
2020-07-17,G (Feb 2021),28.8,28.85,28.4,28.53,28.5,-0.35,146,0,513
2020-07-20,G (Feb 2021),28.49,28.8,27.5,27.55,27.575,-0.925,194,0,595
2020-07-21,G (Feb 2021),27.45,27.95,27.17,27.88,27.825,0.25,473,0,747
2020-07-22,G (Feb 2021),27.98,28.3,27.7,27.84,27.825,0.0,426,0,866
2020-07-23,G (Feb 2021),27.86,28.55,27.5,28.35,28.4,0.575,556,0,888
2020-07-24,G (Feb 2021),28.37,28.91,28.25,28.7,28.675,0.275,691,0,1031
2020-07-27,G (Feb 2021),28.9,28.9,28.3,28.4,28.475,-0.2,570,0,1289
2020-07-28,G (Feb 2021),28.55,28.7,28.08,28.6,28.575,0.1,883,0,1583
2020-07-29,G (Feb 2021),28.45,28.7,28.3,28.4,28.375,-0.2,592,0,1807
2020-07-30,G (Feb 2021),28.43,29.8,28.4,28.4,28.65,0.275,942,0,2028
2020-07-31,G (Feb 2021),28.62,29.22,28.4,28.48,28.475,-0.175,1113,0,2289
2020-08-03,G (Feb 2021),28.44,28.65,28.3,28.4,28.475,0.0,548,0,2576
2020-08-04,G (Feb 2021),28.32,28.5,28.04,28.05,28.075,-0.4,604,0,2734
2020-08-05,G (Feb 2021),28.0,28.1,27.85,27.94,27.975,-0.1,746,0,2866
2020-08-06,G (Feb 2021),28.0,28.3,27.84,27.96,27.875,-0.1,639,0,2914
2020-08-07,G (Feb 2021),28.02,28.3,27.82,28.0,28.025,0.15,768,0,3077
2020-08-10,G (Feb 2021),27.9,28.05,27.52,27.75,27.725,-0.3,460,0,3201
2020-08-11,G (Feb 2021),27.77,28.24,27.15,28.04,28.225,0.5,1063,0,3350
2020-08-12,G (Feb 2021),28.15,28.2,27.36,27.75,27.725,-0.5,1352,0,3693
2020-08-13,G (Feb 2021),27.75,28.06,27.6,27.92,27.925,0.2,1194,0,3905
2020-08-14,G (Feb 2021),27.99,28.45,27.95,28.2,28.325,0.4,1905,0,4508
2020-08-17,G (Feb 2021),28.15,28.15,27.7,27.87,27.775,-0.55,1960,0,4872
2020-08-18,G (Feb 2021),27.77,27.95,27.45,27.65,27.675,-0.1,1832,0,5036
2020-08-19,G (Feb 2021),27.65,28.22,27.58,28.15,28.125,0.45,2202,0,5774
2020-08-20,G (Feb 2021),28.21,28.7,27.85,27.95,27.975,-0.15,1612,0,5815
2020-08-21,G (Feb 2021),27.93,28.75,27.85,28.75,28.7,0.725,2800,0,6490
