Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest
2018-05-21,G (Feb 2019),17.4,17.4,17.4,17.4,17.425,0.0,2,0,4
2018-05-22,G (Feb 2019),17.35,17.47,17.25,17.45,17.45,0.025,96,0,101
2018-05-23,G (Feb 2019),17.65,17.7,17.23,17.23,17.3,-0.15,54,0,120
2018-05-24,G (Feb 2019),17.5,17.5,17.45,17.49,17.35,0.05,2,0,120
2018-05-25,G (Feb 2019),17.49,17.49,17.35,17.45,17.375,0.025,18,0,145
2018-05-29,G (Feb 2019),17.6,17.77,17.45,17.45,17.575,0.2,81,0,223
2018-05-30,G (Feb 2019),17.46,17.65,17.41,17.65,17.625,0.05,43,0,205
2018-05-31,G (Feb 2019),17.7,17.76,17.61,17.7,17.65,0.025,124,0,362
2018-06-01,G (Feb 2019),17.4,17.55,17.38,17.4,17.375,-0.275,61,0,404
2018-06-04,G (Feb 2019),17.21,17.21,17.16,17.16,17.05,-0.325,129,0,452
2018-06-05,G (Feb 2019),17.9,17.9,16.9,16.92,16.925,-0.125,241,0,684
2018-06-06,G (Feb 2019),16.91,16.91,16.3,16.66,16.7,-0.225,207,0,880
2018-06-07,G (Feb 2019),16.7,16.9,16.66,16.86,16.725,0.025,17,0,881
2018-06-08,G (Feb 2019),16.8,16.85,16.45,16.75,16.825,0.1,16,0,884
2018-06-11,G (Feb 2019),17.1,17.1,16.55,16.7,16.775,-0.05,10,0,890
2018-06-12,G (Feb 2019),16.75,16.82,16.7,16.78,16.8,0.025,40,0,908
2018-06-13,G (Feb 2019),16.65,16.9,16.6,16.9,16.875,0.075,132,0,995
2018-06-14,G (Feb 2019),16.89,16.9,16.5,16.7,16.75,-0.125,92,0,1068
2018-06-15,G (Feb 2019),16.79,16.85,16.7,16.75,16.75,0.0,92,0,1126
2018-06-18,G (Feb 2019),16.87,16.96,16.67,16.71,16.675,-0.075,68,0,1164
2018-06-19,G (Feb 2019),16.79,17.25,16.7,16.97,16.95,0.275,135,0,1244
2018-06-20,G (Feb 2019),16.9,16.97,16.67,16.91,16.925,-0.025,387,0,1372
2018-06-21,G (Feb 2019),16.95,17.31,16.85,17.19,17.2,0.275,437,0,1446
2018-06-22,G (Feb 2019),17.0,17.18,16.9,17.15,17.15,-0.05,296,0,1528
2018-06-25,G (Feb 2019),17.2,17.87,17.17,17.62,17.6,0.45,469,0,1760
2018-06-26,G (Feb 2019),17.6,17.67,17.47,17.6,17.6,0.0,445,0,1935
2018-06-27,G (Feb 2019),17.73,18.0,17.35,17.98,17.975,0.375,349,0,2077
2018-06-28,G (Feb 2019),17.9,18.2,17.7,17.7,17.675,-0.3,535,0,2356
2018-06-29,G (Feb 2019),17.7,17.7,17.4,17.7,17.65,-0.025,781,0,2554
2018-07-02,G (Feb 2019),17.82,18.1,17.65,17.7,17.7,0.05,497,0,2779
2018-07-03,G (Feb 2019),17.7,17.93,17.55,17.9,17.9,0.2,276,0,2857
2018-07-05,G (Feb 2019),17.87,17.91,17.56,17.63,17.625,-0.275,336,0,2939
2018-07-06,G (Feb 2019),17.66,17.72,17.3,17.31,17.325,-0.3,440,0,3035
2018-07-09,G (Feb 2019),17.21,17.21,16.71,16.71,16.75,-0.575,292,0,3091
2018-07-10,G (Feb 2019),16.72,16.73,16.55,16.69,16.625,-0.125,460,0,3279
2018-07-11,G (Feb 2019),16.75,16.98,16.68,16.82,16.85,0.225,676,0,3456
2018-07-12,G (Feb 2019),16.78,16.78,16.46,16.53,16.575,-0.275,908,0,3829
2018-07-13,G (Feb 2019),16.5,16.65,16.45,16.5,16.475,-0.1,679,0,4168
2018-07-16,G (Feb 2019),16.4,16.65,16.4,16.55,16.55,0.075,533,0,4411
2018-07-17,G (Feb 2019),16.55,16.7,16.47,16.63,16.625,0.075,1281,0,5004
2018-07-18,G (Feb 2019),16.6,16.75,16.55,16.69,16.725,0.1,1268,0,5577
2018-07-19,G (Feb 2019),16.66,16.8,16.62,16.72,16.775,0.05,796,0,5824
2018-07-20,G (Feb 2019),16.7,16.95,16.7,16.81,16.875,0.1,868,0,6167
2018-07-23,G (Feb 2019),16.89,16.95,16.75,16.78,16.775,-0.1,1404,0,6603
2018-07-24,G (Feb 2019),16.77,16.88,16.58,16.73,16.725,-0.05,1270,0,6983
2018-07-25,G (Feb 2019),16.77,16.83,16.56,16.65,16.625,-0.1,1161,0,7138
2018-07-26,G (Feb 2019),16.6,16.8,16.55,16.65,16.65,0.025,1212,0,7309
2018-07-27,G (Feb 2019),16.65,16.92,16.53,16.77,16.75,0.1,1572,0,7668
2018-07-30,G (Feb 2019),16.8,17.0,16.65,16.93,16.975,0.225,928,0,7751
2018-07-31,G (Feb 2019),16.9,16.95,16.63,16.66,16.675,-0.3,1255,0,8025
2018-08-01,G (Feb 2019),16.72,16.81,16.51,16.67,16.725,0.05,1511,0,8845
2018-08-02,G (Feb 2019),16.69,17.07,16.57,16.65,16.675,-0.05,1068,0,8374
2018-08-03,G (Feb 2019),16.6,16.66,16.45,16.51,16.525,-0.15,1359,0,8771
2018-08-06,G (Feb 2019),16.55,16.55,16.25,16.33,16.325,-0.2,891,0,8874
2018-08-07,G (Feb 2019),16.3,16.3,16.05,16.07,16.075,-0.25,857,0,9174
2018-08-08,G (Feb 2019),16.06,16.15,15.95,16.1,16.075,0.0,955,0,9624
2018-08-09,G (Feb 2019),16.07,16.17,15.95,16.16,16.175,0.1,870,0,9669
2018-08-10,G (Feb 2019),16.2,16.52,16.2,16.34,16.425,0.25,2127,0,9713
2018-08-13,G (Feb 2019),16.52,16.82,16.22,16.77,16.775,0.35,3618,0,10891
2018-08-14,G (Feb 2019),16.76,16.77,16.37,16.4,16.425,-0.35,2118,0,11316
2018-08-15,G (Feb 2019),16.44,17.15,16.44,16.59,16.575,0.15,3840,0,12232
2018-08-16,G (Feb 2019),16.53,16.6,16.3,16.4,16.425,-0.15,3307,0,13316
2018-08-17,G (Feb 2019),16.41,16.55,16.17,16.22,16.225,-0.2,1183,0,13493
2018-08-20,G (Feb 2019),16.25,16.25,16.07,16.12,16.125,-0.1,990,0,13686
2018-08-21,G (Feb 2019),16.07,16.43,16.0,16.37,16.325,0.2,1733,0,14173
2018-08-22,G (Feb 2019),16.45,16.5,16.2,16.23,16.225,-0.1,1574,0,14594
