,Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest
0,2018-09-24,M (Jun 2019),0.0,16.95,17.15,0.0,17.025,0.0,0,0,0
1,2018-09-25,M (Jun 2019),16.9,17.0,16.87,16.99,16.9,-0.125,116,0,116
2,2018-09-26,M (Jun 2019),16.94,17.1,16.9,17.1,16.95,0.05,110,0,256
3,2018-09-27,M (Jun 2019),17.04,17.04,16.9,16.95,16.875,-0.075,143,0,379
4,2018-09-28,M (Jun 2019),0.0,17.0,17.05,0.0,17.025,0.15,0,0,334
5,2018-10-01,M (Jun 2019),16.77,16.9,16.72,16.72,16.875,-0.15,22,0,356
6,2018-10-02,M (Jun 2019),16.82,16.97,16.82,16.93,16.85,-0.025,136,0,478
7,2018-10-03,M (Jun 2019),16.89,16.95,16.87,16.9,16.825,-0.025,150,0,611
8,2018-10-04,M (Jun 2019),17.05,17.3,17.0,17.08,17.05,0.225,231,0,829
9,2018-10-05,M (Jun 2019),17.08,17.53,16.91,17.14,17.3,0.25,1560,0,2246
10,2018-10-08,M (Jun 2019),17.2,17.85,17.15,17.27,17.325,0.025,1633,0,3340
11,2018-10-09,M (Jun 2019),17.33,17.65,17.28,17.39,17.35,0.025,288,0,3344
12,2018-10-10,M (Jun 2019),17.35,18.7,17.32,18.65,18.7,1.35,1664,0,4224
13,2018-10-11,M (Jun 2019),18.65,19.4,18.28,18.65,18.625,-0.075,940,0,4661
14,2018-10-12,M (Jun 2019),18.63,19.17,18.2,18.35,18.4,-0.225,2064,0,5682
15,2018-10-15,M (Jun 2019),18.52,18.8,18.47,18.79,18.75,0.35,1039,0,6209
16,2018-10-16,M (Jun 2019),18.83,18.83,18.16,18.24,18.25,-0.5,532,0,6435
17,2018-10-17,M (Jun 2019),18.3,18.8,18.2,18.22,18.25,0.0,785,0,6701
18,2018-10-18,M (Jun 2019),18.21,18.77,18.12,18.51,18.55,0.3,734,0,6795
19,2018-10-19,M (Jun 2019),18.41,18.8,18.4,18.55,18.525,-0.025,1062,0,6986
20,2018-10-22,M (Jun 2019),18.64,18.7,18.3,18.51,18.5,-0.025,454,0,7196
21,2018-10-23,M (Jun 2019),18.55,19.22,18.49,18.5,18.525,0.025,1364,0,7253
22,2018-10-24,M (Jun 2019),18.55,19.42,18.5,19.07,19.175,0.65,1102,0,7686
23,2018-10-25,M (Jun 2019),19.08,19.35,18.87,19.35,19.325,0.15,422,0,7635
24,2018-10-26,M (Jun 2019),19.37,19.88,19.34,19.51,19.45,0.125,1093,0,7771
25,2018-10-29,M (Jun 2019),19.46,20.1,19.17,19.67,19.7,0.25,1430,0,7486
26,2018-10-30,M (Jun 2019),19.75,19.9,19.5,19.57,19.6,-0.1,676,0,7770
27,2018-10-31,M (Jun 2019),19.55,19.55,19.12,19.36,19.4,-0.2,526,0,7911
28,2018-11-01,M (Jun 2019),19.3,19.35,19.0,19.15,19.05,-0.35,463,0,8049
29,2018-11-02,M (Jun 2019),19.14,19.43,18.76,19.11,19.075,0.025,2982,0,9516
30,2018-11-05,M (Jun 2019),19.2,19.24,18.83,18.92,18.925,-0.15,1394,0,10396
31,2018-11-06,M (Jun 2019),18.9,19.05,18.5,18.51,18.5,-0.425,1149,0,11008
32,2018-11-07,M (Jun 2019),18.55,18.6,18.07,18.1,18.075,-0.425,3258,0,12835
33,2018-11-08,M (Jun 2019),18.05,18.16,17.81,18.08,18.075,0.0,771,0,12899
34,2018-11-09,M (Jun 2019),18.12,18.46,18.06,18.36,18.325,0.25,1558,0,13871
35,2018-11-12,M (Jun 2019),18.35,18.88,18.2,18.75,18.8,0.475,2367,0,15052
36,2018-11-13,M (Jun 2019),18.82,19.16,18.68,18.95,18.925,0.125,1744,0,15833
37,2018-11-14,M (Jun 2019),18.9,19.31,18.69,19.16,19.2,0.275,918,0,16012
38,2018-11-15,M (Jun 2019),19.2,19.57,18.96,19.13,19.125,-0.075,947,0,16162
39,2018-11-16,M (Jun 2019),19.23,19.35,18.73,18.76,18.75,-0.375,830,0,16166
40,2018-11-19,M (Jun 2019),18.76,19.35,18.65,19.19,19.225,0.475,959,0,16073
41,2018-11-20,M (Jun 2019),19.25,19.95,19.25,19.95,19.85,0.625,2275,0,16322
42,2018-11-21,M (Jun 2019),20.05,20.05,19.6,19.85,19.825,-0.025,2846,0,16691
43,2018-11-23,M (Jun 2019),19.81,20.01,19.71,20.0,20.0,0.175,1088,0,16988
44,2018-11-26,M (Jun 2019),19.86,19.9,19.26,19.47,19.325,-0.675,817,0,17123
45,2018-11-27,M (Jun 2019),19.5,19.55,19.11,19.11,19.175,-0.15,662,0,17172
46,2018-11-28,M (Jun 2019),19.15,19.26,18.68,18.85,18.825,-0.35,1679,0,16978
47,2018-11-29,M (Jun 2019),18.85,19.3,18.84,18.95,18.925,0.1,2279,0,17327
48,2018-11-30,M (Jun 2019),18.94,19.11,18.54,18.65,18.575,-0.35,1305,0,17467
49,2018-12-03,M (Jun 2019),18.24,18.3,17.97,18.12,18.075,-0.5,1297,0,17241
50,2018-12-04,M (Jun 2019),18.15,19.06,18.1,18.95,18.975,0.9,2507,0,17492
51,2018-12-05,M (Jun 2019),18.95,18.95,18.8,18.9,18.925,-0.05,76,0,17490
52,2018-12-06,M (Jun 2019),19.13,20.0,19.0,19.02,19.025,0.1,3454,0,18476
53,2018-12-07,M (Jun 2019),19.02,19.85,18.87,19.62,19.625,0.6,2558,0,19398
54,2018-12-10,M (Jun 2019),19.82,20.21,19.5,19.57,19.575,-0.05,1961,0,19589
55,2018-12-11,M (Jun 2019),19.61,20.01,19.32,19.8,19.625,0.05,1799,0,20161
56,2018-12-12,M (Jun 2019),19.77,19.77,19.37,19.74,19.675,0.05,1400,0,20498
57,2018-12-13,M (Jun 2019),19.67,19.92,19.5,19.71,19.725,0.05,2134,0,21131
58,2018-12-14,M (Jun 2019),19.7,20.13,19.7,19.92,19.925,0.2,2091,0,21562
59,2018-12-17,M (Jun 2019),19.85,20.57,19.8,20.28,20.325,0.4,5296,0,21968
60,2018-12-18,M (Jun 2019),20.19,20.8,20.15,20.65,20.575,0.25,3315,0,22960
61,2018-12-19,M (Jun 2019),20.61,20.95,20.2,20.8,20.775,0.2,3674,0,23436
62,2018-12-20,M (Jun 2019),20.65,21.23,20.65,20.75,20.775,0.0,6516,0,24234
63,2018-12-21,M (Jun 2019),20.78,21.12,20.4,20.94,21.025,0.25,6180,0,24244
64,2018-12-24,M (Jun 2019),21.05,21.35,20.85,21.0,21.1,0.075,2069,0,24099
