,Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest
0,2018-04-23,F (Jan 2019),0.0,18.5,18.85,0.0,18.45,0.0,0,0,0
1,2018-04-24,F (Jan 2019),18.55,18.95,18.5,18.95,18.725,0.275,2,0,2
2,2018-04-25,F (Jan 2019),0.0,18.7,18.7,0.0,18.7,-0.025,0,0,2
3,2018-04-26,F (Jan 2019),18.5,18.8,18.5,18.5,18.575,-0.125,1,0,3
4,2018-04-27,F (Jan 2019),18.65,18.65,18.5,18.65,18.275,-0.3,1,0,3
5,2018-04-30,F (Jan 2019),18.32,18.4,18.32,18.38,18.25,-0.025,4,0,5
6,2018-05-01,F (Jan 2019),0.0,18.3,18.35,0.0,17.975,-0.275,0,0,5
7,2018-05-02,F (Jan 2019),18.25,18.25,18.24,18.24,18.15,0.175,8,0,13
8,2018-05-03,F (Jan 2019),18.07,18.35,18.07,18.09,18.075,-0.075,8,0,17
9,2018-05-04,F (Jan 2019),18.05,18.05,18.0,18.0,17.9,-0.175,4,0,21
10,2018-05-07,F (Jan 2019),18.04,18.1,18.04,18.07,17.925,0.025,4,0,23
11,2018-05-08,F (Jan 2019),18.09,18.2,18.0,18.07,18.05,0.125,469,0,286
12,2018-05-09,F (Jan 2019),18.0,18.0,17.81,17.82,17.875,-0.175,325,0,445
13,2018-05-10,F (Jan 2019),17.85,17.85,17.43,17.51,17.5,-0.375,131,0,504
14,2018-05-11,F (Jan 2019),17.48,17.52,17.31,17.39,17.325,-0.175,285,0,666
15,2018-05-14,F (Jan 2019),17.3,17.3,17.1,17.15,17.15,-0.175,425,0,900
16,2018-05-15,F (Jan 2019),17.12,17.62,17.12,17.62,17.6,0.45,892,0,1501
17,2018-05-16,F (Jan 2019),17.55,17.65,17.11,17.28,17.35,-0.25,440,0,1653
18,2018-05-17,F (Jan 2019),17.3,17.37,17.11,17.27,17.3,-0.05,727,0,2044
19,2018-05-18,F (Jan 2019),17.17,17.46,17.17,17.4,17.4,0.1,1413,0,2863
20,2018-05-21,F (Jan 2019),17.35,17.35,16.98,17.11,17.075,-0.325,405,0,3061
21,2018-05-22,F (Jan 2019),17.0,17.28,16.95,17.24,17.25,0.175,1113,0,3560
22,2018-05-23,F (Jan 2019),17.42,17.55,16.97,16.99,17.05,-0.2,608,0,3837
23,2018-05-24,F (Jan 2019),17.15,17.4,17.0,17.05,17.05,0.0,759,0,4206
24,2018-05-25,F (Jan 2019),17.0,17.25,16.9,17.16,17.15,0.1,405,0,4290
25,2018-05-29,F (Jan 2019),17.04,17.57,17.04,17.4,17.35,0.2,965,0,4409
26,2018-05-30,F (Jan 2019),17.4,17.47,17.15,17.43,17.45,0.1,540,0,4594
27,2018-05-31,F (Jan 2019),17.4,17.6,17.35,17.55,17.55,0.1,310,0,4612
28,2018-06-01,F (Jan 2019),17.44,17.5,17.12,17.2,17.2,-0.35,278,0,4660
29,2018-06-04,F (Jan 2019),17.05,17.15,16.91,16.93,16.925,-0.275,700,0,4915
30,2018-06-05,F (Jan 2019),17.0,17.0,16.72,16.77,16.75,-0.175,776,0,5131
31,2018-06-06,F (Jan 2019),16.75,16.8,16.49,16.49,16.525,-0.225,650,0,5269
32,2018-06-07,F (Jan 2019),16.51,16.81,16.37,16.6,16.6,0.075,366,0,5454
33,2018-06-08,F (Jan 2019),16.59,16.86,16.55,16.62,16.625,0.025,166,0,5508
34,2018-06-11,F (Jan 2019),16.65,16.7,16.52,16.6,16.575,-0.05,422,0,5660
35,2018-06-12,F (Jan 2019),16.5,16.66,16.48,16.57,16.6,0.025,305,0,5775
36,2018-06-13,F (Jan 2019),16.6,16.75,16.41,16.72,16.75,0.15,288,0,5853
37,2018-06-14,F (Jan 2019),16.7,16.75,16.35,16.52,16.55,-0.2,658,0,6093
