CFE data is compiled for the convenience of site visitors and is furnished without responsibility for accuracy and is accepted by the site visitor on the condition that transmission or omissions shall not be made the basis for any claim demand or cause for action. The information and data was obtained from sources believed to be reliable but accuracy is not guaranteed. Your use of CFE data is subject to the Terms and Conditions of CBOE's Websites.
Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest
12/27/2016,U (Sep 17),0.00,19.60,0.00,0.00,19.4500,19.45,0,0,0
12/28/2016,U (Sep 17),19.69,19.95,19.69,19.85,19.7750,0.32,7,0,7
12/29/2016,U (Sep 17),19.92,20.00,19.82,19.95,19.9250,0.15,14,0,18
12/30/2016,U (Sep 17),19.75,20.10,19.75,20.05,20.0000,0.08,16,0,33
01/03/2017,U (Sep 17),19.90,19.90,19.70,19.70,19.7000,-0.30,63,0,84
01/04/2017,U (Sep 17),19.60,19.65,19.35,19.35,19.2250,-0.48,67,0,120
01/05/2017,U (Sep 17),19.40,19.50,19.35,19.43,19.4000,0.18,36,0,152
01/06/2017,U (Sep 17),19.30,19.35,19.19,19.29,19.3000,-0.10,33,0,167
01/09/2017,U (Sep 17),19.20,19.20,19.15,19.20,19.1250,-0.18,1,0,168
01/10/2017,U (Sep 17),19.25,19.25,19.15,19.17,19.1750,0.05,12,0,175
01/11/2017,U (Sep 17),19.20,19.35,19.15,19.15,19.1500,-0.02,22,0,178
01/12/2017,U (Sep 17),19.20,19.35,19.20,19.35,19.3250,0.18,206,0,363
01/13/2017,U (Sep 17),19.32,19.40,19.25,19.40,19.4000,0.08,7,0,367
01/17/2017,U (Sep 17),19.50,19.65,19.47,19.55,19.5500,0.15,134,0,469
01/18/2017,U (Sep 17),19.50,19.60,19.43,19.54,19.5500,0.00,838,0,897
01/19/2017,U (Sep 17),19.50,19.73,19.45,19.47,19.4500,-0.10,331,0,1057
01/20/2017,U (Sep 17),19.40,19.42,19.19,19.34,19.3500,-0.10,364,0,1179
01/23/2017,U (Sep 17),19.40,19.45,19.22,19.22,19.2250,-0.12,355,0,1363
01/24/2017,U (Sep 17),19.20,19.25,18.74,18.75,18.7500,-0.48,329,0,1517
01/25/2017,U (Sep 17),18.65,18.70,18.40,18.50,18.5250,-0.22,399,0,1695
01/26/2017,U (Sep 17),18.50,18.59,18.48,18.56,18.5750,0.05,412,0,1935
01/27/2017,U (Sep 17),18.50,18.68,18.50,18.65,18.6500,0.08,329,0,2106
01/30/2017,U (Sep 17),18.70,19.00,18.65,18.72,18.7250,0.08,376,0,2310
01/31/2017,U (Sep 17),18.70,18.80,18.63,18.65,18.6250,-0.10,236,0,2475
02/01/2017,U (Sep 17),18.60,18.60,18.30,18.45,18.4250,-0.20,398,0,2713
02/02/2017,U (Sep 17),18.40,18.60,18.35,18.50,18.5000,0.08,558,0,3028
02/03/2017,U (Sep 17),18.55,18.55,18.20,18.35,18.3250,-0.18,652,0,3516
02/06/2017,U (Sep 17),18.25,18.37,18.24,18.35,18.3750,0.05,225,0,3589
02/07/2017,U (Sep 17),18.35,18.42,18.25,18.40,18.4250,0.05,319,0,3772
02/08/2017,U (Sep 17),18.42,18.55,18.39,18.50,18.5250,0.10,443,0,3926
02/09/2017,U (Sep 17),18.50,18.55,18.28,18.35,18.3250,-0.20,490,0,4065
02/10/2017,U (Sep 17),18.35,18.35,18.25,18.25,18.3000,-0.02,320,0,4239
02/13/2017,U (Sep 17),18.24,18.29,18.05,18.05,18.0750,-0.22,558,0,4509
02/14/2017,U (Sep 17),18.05,18.10,17.60,17.60,17.5750,-0.50,840,0,4810
02/15/2017,U (Sep 17),17.60,17.75,17.28,17.30,17.3000,-0.28,3044,0,5968
02/16/2017,U (Sep 17),17.25,17.80,17.25,17.45,17.4750,0.18,2031,0,6537
02/17/2017,U (Sep 17),17.45,17.70,17.40,17.55,17.5750,0.10,887,0,6793
02/21/2017,U (Sep 17),17.60,17.70,17.43,17.70,17.6750,0.10,1626,0,7253
02/22/2017,U (Sep 17),17.70,17.86,17.60,17.80,17.7750,0.10,1624,0,7791
02/23/2017,U (Sep 17),17.80,18.02,17.75,17.98,17.9750,0.20,3799,0,8414
02/24/2017,U (Sep 17),17.97,18.35,17.95,18.05,18.0750,0.10,3436,0,9141
02/27/2017,U (Sep 17),18.05,18.05,17.68,17.75,17.7750,-0.30,1331,0,9303
02/28/2017,U (Sep 17),17.75,17.98,17.70,17.75,17.7750,0.00,2861,0,9694
03/01/2017,U (Sep 17),17.80,17.80,17.50,17.70,17.7250,-0.05,2488,0,10054
03/02/2017,U (Sep 17),17.70,17.89,17.70,17.85,17.8250,0.10,2215,0,10485
03/03/2017,U (Sep 17),17.75,17.85,17.55,17.60,17.5750,-0.25,1587,0,10786
03/06/2017,U (Sep 17),17.60,17.70,17.42,17.46,17.4250,-0.15,1977,0,11385
03/07/2017,U (Sep 17),17.40,17.55,17.33,17.55,17.5250,0.10,1142,0,11505
03/08/2017,U (Sep 17),17.55,17.65,17.25,17.50,17.5000,-0.02,1726,0,11673
03/09/2017,U (Sep 17),17.55,17.62,17.34,17.55,17.4750,-0.02,1374,0,11802
03/10/2017,U (Sep 17),17.45,17.55,17.34,17.40,17.3750,-0.10,973,0,12056
03/13/2017,U (Sep 17),17.40,17.43,17.25,17.29,17.2750,-0.10,1283,0,12473
03/14/2017,U (Sep 17),17.25,17.50,17.25,17.48,17.4750,0.20,2689,0,12907
03/15/2017,U (Sep 17),17.48,17.48,17.22,17.25,17.2250,-0.25,2590,0,13458
03/16/2017,U (Sep 17),17.20,17.25,17.01,17.05,17.0500,-0.18,1991,0,13961
03/17/2017,U (Sep 17),17.04,17.07,16.85,16.90,16.9250,-0.12,1542,0,14342
03/20/2017,U (Sep 17),16.95,17.02,16.85,16.90,16.9250,0.00,3204,0,15649
03/21/2017,U (Sep 17),16.94,17.20,16.75,17.19,17.1750,0.25,3696,0,16146
03/22/2017,U (Sep 17),17.20,17.38,17.07,17.25,17.2250,0.05,9943,0,19903
03/23/2017,U (Sep 17),17.25,17.44,17.05,17.40,17.3750,0.15,2639,0,20073
03/24/2017,U (Sep 17),17.40,17.48,17.05,17.09,17.0750,-0.30,3076,0,20595
03/27/2017,U (Sep 17),17.15,17.40,16.75,16.82,16.8250,-0.25,3817,0,21394
03/28/2017,U (Sep 17),16.80,16.85,16.50,16.51,16.5250,-0.30,3984,0,22287
03/29/2017,U (Sep 17),16.50,16.50,16.30,16.35,16.3750,-0.15,1774,0,22576
03/30/2017,U (Sep 17),16.33,16.40,16.26,16.28,16.2750,-0.10,1596,0,22761
03/31/2017,U (Sep 17),16.30,16.40,16.21,16.26,16.2750,0.00,1949,0,22957
04/03/2017,U (Sep 17),16.25,16.42,16.20,16.34,16.3250,0.05,3944,0,23385
04/04/2017,U (Sep 17),16.31,16.45,16.10,16.10,16.1250,-0.20,3241,0,23171
04/05/2017,U (Sep 17),16.13,16.45,15.90,16.45,16.4250,0.30,2874,0,22938
04/06/2017,U (Sep 17),16.45,16.47,16.02,16.05,16.0750,-0.35,2079,0,22890
04/07/2017,U (Sep 17),16.10,16.32,16.04,16.30,16.3000,0.22,3301,0,22984
04/10/2017,U (Sep 17),16.33,16.52,16.25,16.48,16.4750,0.18,3858,0,23525
04/11/2017,U (Sep 17),16.45,16.83,16.45,16.52,16.5250,0.05,8188,0,24854
04/12/2017,U (Sep 17),16.54,16.80,16.45,16.56,16.5750,0.05,4739,0,25682
04/13/2017,U (Sep 17),16.65,16.78,16.32,16.70,16.7500,0.18,4965,0,26445
04/17/2017,U (Sep 17),16.70,16.78,16.15,16.25,16.2750,-0.48,6022,0,26795
04/18/2017,U (Sep 17),16.30,16.42,16.13,16.20,16.2250,-0.05,5915,0,26582
04/19/2017,U (Sep 17),16.23,16.50,15.90,16.17,16.1750,-0.05,14940,0,27680
04/20/2017,U (Sep 17),16.20,16.24,15.95,16.17,16.1750,0.00,7902,0,27499
04/21/2017,U (Sep 17),16.17,16.24,15.90,15.93,15.9250,-0.25,8432,0,28284
04/24/2017,U (Sep 17),15.80,15.85,15.47,15.59,15.5750,-0.35,8505,0,28017
04/25/2017,U (Sep 17),15.55,15.60,15.18,15.20,15.2250,-0.35,8650,0,29874
04/26/2017,U (Sep 17),15.25,15.40,15.20,15.35,15.3250,0.10,4970,0,30870
04/27/2017,U (Sep 17),15.33,15.41,15.25,15.40,15.3750,0.05,3059,0,31327
04/28/2017,U (Sep 17),15.35,15.48,15.25,15.26,15.2750,-0.10,5464,0,31681
05/01/2017,U (Sep 17),15.30,15.31,14.85,14.92,14.9250,-0.35,4886,0,31824
05/02/2017,U (Sep 17),14.90,15.05,14.85,15.05,15.0250,0.10,4419,0,32473
05/03/2017,U (Sep 17),15.00,15.15,14.90,15.10,15.1250,0.10,3557,0,32844
05/04/2017,U (Sep 17),15.10,15.20,14.90,14.95,14.9250,-0.20,7491,0,31888
05/05/2017,U (Sep 17),14.90,15.10,14.85,15.10,15.0750,0.15,5317,0,32411
05/08/2017,U (Sep 17),15.00,15.25,14.99,15.18,15.1750,0.10,5548,0,32803
05/09/2017,U (Sep 17),15.22,15.27,15.08,15.15,15.1750,0.00,6162,0,33536
