CFE data is compiled for the convenience of site visitors and is furnished without responsibility for accuracy and is accepted by the site visitor on the condition that transmission or omissions shall not be made the basis for any claim demand or cause for action. The information and data was obtained from sources believed to be reliable but accuracy is not guaranteed. Your use of CFE data is subject to the Terms and Conditions of CBOE's Websites.
Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest
11/23/2016,Z (Dec 16),14.45,14.70,14.30,14.45,14.4250,0.00,72812,0,211933
11/25/2016,Z (Dec 16),14.40,14.53,14.25,14.31,14.3250,-0.10,43879,0,207470
11/28/2016,Z (Dec 16),14.30,14.75,14.30,14.44,14.4250,0.10,87157,1288,202315
11/29/2016,Z (Dec 16),14.48,14.65,14.09,14.30,14.2750,-0.15,61103,0,200760
11/30/2016,Z (Dec 16),14.30,14.51,14.05,14.51,14.5250,0.25,95391,0,195629
12/01/2016,Z (Dec 16),14.50,15.40,14.25,15.05,15.0250,0.50,126110,0,181309
12/02/2016,Z (Dec 16),15.05,15.36,14.50,15.09,15.0750,0.05,97032,0,173962
12/05/2016,Z (Dec 16),15.35,15.71,13.50,13.50,13.5250,-1.55,138491,1664,171397
12/06/2016,Z (Dec 16),13.55,13.75,13.05,13.10,13.1250,-0.40,91849,0,172229
12/07/2016,Z (Dec 16),13.15,13.45,12.75,13.30,13.3250,0.20,111357,0,166815
12/08/2016,Z (Dec 16),13.32,13.91,13.05,13.43,13.4250,0.10,130431,0,155791
12/09/2016,Z (Dec 16),13.40,13.80,13.00,13.05,13.0250,-0.40,79585,0,153392
12/12/2016,Z (Dec 16),13.05,13.50,12.85,13.45,13.4250,0.40,77661,0,146855
12/13/2016,Z (Dec 16),13.40,13.72,13.17,13.30,13.2750,-0.15,104383,0,135742
12/14/2016,Z (Dec 16),13.30,13.65,12.84,13.43,13.4250,0.15,148067,0,118237
12/15/2016,Z (Dec 16),13.45,13.60,13.00,13.02,13.0250,-0.40,109630,0,102651
12/16/2016,Z (Dec 16),13.10,13.20,12.65,12.74,12.7250,-0.30,106529,0,85986
12/19/2016,Z (Dec 16),12.70,12.85,12.00,12.15,12.1250,-0.60,90871,3000,74032
12/20/2016,Z (Dec 16),12.15,12.20,11.40,11.55,11.5750,-0.55,98531,3000,51802
12/21/2016,Z (Dec 16),11.50,11.60,11.30,11.45,11.1500,-0.42,3097,0,49121
